epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,441.788,0.94249,1.15882,1.06324,0,0,0,0,0,30.4521,0,0.00024212,0.00024212,0.00024212
17,468.854,0.94241,1.18038,1.11874,0,0,0,0,0,30.5187,0,0.000250482,0.000250482,0.000250482
18,495.382,0.93403,1.14785,1.08316,0,0,0,0,0,30.5572,0,0.000257963,0.000257963,0.000257963
19,521.927,0.88078,1.05413,1.05652,0,0,0,0,0,31.608,0,0.000264565,0.000264565,0.000264565
20,548.762,0.91849,1.00936,1.05788,0,0,0,0,0,36.1225,0,0.000270286,0.000270286,0.000270286
21,575.276,0.90114,0.96132,1.04275,0,0,0,0,0,40.0484,0,0.000275128,0.000275128,0.000275128
22,601.825,0.87594,0.91376,1.06912,0,0,0,0,0,45.4347,0,0.00027909,0.00027909,0.00027909
23,628.681,0.82006,0.83903,1.02849,0,0,0,0,0,50.8123,0,0.000282172,0.000282172,0.000282172
24,656.027,0.87332,0.86674,1.04056,0,0,0,0,0,56.7455,0,0.000284374,0.000284374,0.000284374
25,682.338,0.86673,0.81743,1.04293,0,0,0,0,0,60.663,0,0.000285696,0.000285696,0.000285696
26,708.942,0.76727,0.71454,0.97119,0,0,0,0,0,63.9326,0,0.000286138,0.000286138,0.000286138
27,737.753,0.81821,0.7367,1.00159,0,0,0,0,0,63.9927,0,0.0002857,0.0002857,0.0002857
28,764.959,0.83677,0.75785,0.97342,0,0,0,0,0,63.9927,0,0.000284383,0.000284383,0.000284383
29,797.045,0.79363,0.73704,0.96135,0,0,0,0,0,64.3768,0,0.000282185,0.000282185,0.000282185
30,824.294,0.80947,0.74174,0.98593,0,0,0,0,0,60.3287,0,0.000279108,0.000279108,0.000279108
31,851.149,0.7975,0.72849,1.00323,0,0,0,0,0,60.3287,0,0.00027515,0.00027515,0.00027515
32,878.007,0.79214,0.72793,0.9386,0,0,0,0,0,57.6355,0,0.000270313,0.000270313,0.000270313
33,904.819,0.80069,0.71228,0.97642,0,0,0,0,0,57.6677,0,0.000264596,0.000264596,0.000264596
34,931.387,0.77068,0.69828,0.94616,0,0,0,0,0,57.6677,0,0.000257999,0.000257999,0.000257999
35,960.018,0.71211,0.66232,0.92354,0,0,0,0,0,60.7243,0,0.000250522,0.000250522,0.000250522
36,986.991,0.71042,0.66627,0.91873,0,0,0,0,0,67.4458,0,0.000242165,0.000242165,0.000242165
37,1428.39,0.78373,0.63628,0.97349,0,0,0,0,0,67.4458,0,0.000232928,0.000232928,0.000232928
38,1457.12,0.75146,0.65921,1.0082,0,0,0,0,0,76.8509,0,0.000222811,0.000222811,0.000222811
39,1484.98,0.76474,0.64233,0.96173,0,0,0,0,0,82.0134,0,0.000211814,0.000211814,0.000211814
40,1512.5,0.77697,0.61376,0.98439,0,0,0,0,0,82.0134,0,0.000199938,0.000199938,0.000199938
41,1539.73,0.76326,0.71397,0.97154,0,0,0,0,0,80.3883,0,0.000187181,0.000187181,0.000187181
42,1566.63,0.75416,0.68988,0.97699,0,0,0,0,0,73.987,0,0.000173545,0.000173545,0.000173545
43,1593.15,0.73904,0.64117,0.96466,0,0,0,0,0,73.987,0,0.000159029,0.000159029,0.000159029
44,1619.97,0.74349,0.65001,0.94668,0,0,0,0,0,68.1959,0,0.000143632,0.000143632,0.000143632
45,1648.3,0.75552,0.64409,0.9507,0,0,0,0,0,68.1959,0,0.000127356,0.000127356,0.000127356
46,1675.61,0.71012,0.61453,0.92144,0,0,0,0,0,64.1183,0,0.0001102,0.0001102,0.0001102
47,1707.59,0.70548,0.63726,0.92459,0,0,0,0,0,64.1183,0,9.21641e-05,9.21641e-05,9.21641e-05
48,1734.43,0.71861,0.64436,0.93377,0,0,0,0,0,62.9737,0,7.32482e-05,7.32482e-05,7.32482e-05
49,1761.01,0.72802,0.63894,0.91183,0,0,0,0,0,62.9737,0,5.34524e-05,5.34524e-05,5.34524e-05
50,1788.57,0.7144,0.61574,0.94036,0,0,0,0,0,64.1642,0,3.27767e-05,3.27767e-05,3.27767e-05
